Date,MS,XLF,VIX,AvgVIX,zscore
2020-10-27,40.67490768432617,21.992162704467773,33.349998474121094,27.906499767303465,0.2398121562974734
2020-10-28,39.82105255126953,21.429424285888672,40.279998779296875,28.60199966430664,0.3765421733230346
2020-10-29,40.58003616333008,21.592798233032227,37.59000015258789,29.146499633789062,0.46977815506938414
2020-10-30,40.6053352355957,21.65633773803711,38.02000045776367,29.665999698638917,0.4358444176971535
2020-11-02,41.64260482788086,22.06477165222168,37.130001068115234,30.124499797821045,0.4452062086127254
2020-11-03,43.16056442260742,22.55490493774414,35.54999923706055,30.427999782562257,0.5274989714182401
2020-11-04,43.37139129638672,22.29168701171875,29.56999969482422,30.50349979400635,0.7501655325920539
2020-11-05,44.0207405090332,22.836267471313477,27.579999923706055,30.56449975967407,0.5718228850135815
2020-11-06,43.59907531738281,22.654735565185547,24.860000610351562,30.55749979019165,0.5778986886857704
2020-11-09,47.242183685302734,24.51540756225586,25.75,30.59149980545044,0.339048530981127
2020-11-10,47.01448440551758,24.642475128173828,24.799999237060547,30.527999782562254,0.19880529646864406
2020-11-11,47.51204299926758,24.542638778686523,23.450000762939453,30.380499839782715,0.3918738268801471
2020-11-12,46.845821380615234,24.134197235107422,25.350000381469727,30.299499893188475,0.47902367417571723
2020-11-13,47.73973083496094,24.5335636138916,23.100000381469727,30.083999919891358,0.4568801866303001
2020-11-16,49.00468826293945,25.07814598083496,22.450000762939453,29.74749994277954,0.4386513669727708
2020-11-17,49.59502029418945,25.041839599609375,22.709999084472656,29.415499877929687,0.615341813226801
2020-11-18,49.59502029418945,24.80585479736328,23.84000015258789,29.174999904632568,0.7658096097078977
2020-11-19,49.44321823120117,24.887537002563477,23.110000610351562,28.924999904632568,0.6742451211288386
2020-11-20,48.75170135498047,24.669708251953125,23.700000762939453,28.732499980926512,0.633278007002689
2020-11-23,50.82624816894531,25.132604598999023,22.65999984741211,28.242500019073486,0.8777016194326258
2020-11-24,53.634456634521484,26.01301383972168,21.639999389648438,27.657000064849854,1.046731985208364
2020-11-25,53.53327178955078,25.92224884033203,21.25,26.70550012588501,1.0782878302521293
2020-11-27,53.83686065673828,25.840564727783203,20.84000015258789,25.86800012588501,1.2093321355647317
2020-11-30,52.14181137084961,25.3050594329834,20.56999969482422,24.995500087738037,1.1099096228940946
2020-12-01,53.364601135253906,25.695341110229492,20.770000457763672,24.17750005722046,1.1790979736590759
2020-12-02,53.988643646240234,25.97671127319336,21.170000076293945,23.458500099182128,1.1620004643384274
2020-12-03,54.02239227294922,25.98578643798828,21.280000686645508,23.044000148773193,1.1649917525380027
