Date,MNST,V,VIX,AvgVIX,zscore
2018-03-23,27.93000030517578,110.65511322021484,24.8700008392334,18.368500232696533,0.5274445133483966
2018-03-26,28.434999465942383,114.09769439697266,21.030000686645508,18.630000257492064,0.6418937873532328
2018-03-27,28.125,111.03339385986328,22.5,18.82550024986267,0.6045953113587884
2018-03-28,28.1200008392334,110.6456527709961,22.8700008392334,18.976500272750854,0.6157182873478207
2018-03-29,28.604999542236328,113.13301849365234,19.969999313354492,18.851500272750854,0.7540123592761159
2018-04-02,27.809999465942383,111.96971130371094,23.6200008392334,19.05300030708313,0.4263428336539337
2018-04-03,27.864999771118164,112.73577117919922,21.100000381469727,19.1715003490448,0.4252535644595015
2018-04-04,28.385000228881836,113.31271362304688,20.059999465942383,19.25650029182434,0.6459536039610508
2018-04-05,28.704999923706055,114.61785888671875,18.940000534057617,19.31550030708313,0.7488434342639809
2018-04-06,27.96500015258789,111.31715393066406,21.489999771118164,19.56300024986267,0.520702317409895
2018-04-09,28.114999771118164,112.34803771972656,21.770000457763672,19.919500255584715,0.5544082479966678
2018-04-10,28.15999984741211,114.1733627319336,20.469999313354492,20.15400023460388,0.5119819202604571
2018-04-11,28.110000610351562,113.28433227539062,20.239999771118164,20.348500204086303,0.5196475196107785
2018-04-12,28.264999389648438,114.50436401367188,18.489999771118164,20.411500215530396,0.5491126068370118
2018-04-13,28.34000015258789,114.20175170898438,17.40999984741211,20.452500200271608,0.5943152178990506
2018-04-16,28.489999771118164,115.27047729492188,16.559999465942383,20.49050016403198,0.6267097624759385
2018-04-17,28.84000015258789,117.08634948730469,15.25,20.3020001411438,0.725787118583363
2018-04-18,28.735000610351562,117.72945404052734,15.600000381469727,20.172000122070312,0.6548993467305615
2018-04-19,28.655000686645508,117.23767852783203,15.960000038146973,20.077000093460082,0.6349118234170127
2018-04-20,28.25,117.46466064453125,16.8799991607666,19.75400004386902,0.43958240842748
2018-04-23,28.434999465942383,117.7105712890625,16.34000015258789,19.32750000953674,0.5166915875904607
2018-04-24,27.864999771118164,114.69353485107422,18.020000457763672,19.17699999809265,0.3574083746964458
2018-04-25,27.204999923706055,114.63680267333984,17.84000015258789,18.944000005722046,0.05387894574015437
2018-04-26,27.549999237060547,120.18846893310547,16.239999771118164,18.612499952316284,0.02117962267530278
2018-04-27,28.094999313354492,119.17649841308594,15.40999984741211,18.384499979019164,0.3085141633036665
2018-04-30,27.5,119.9992904663086,15.930000305175781,17.999999952316283,0.004592248220617506
2018-05-01,27.600000381469727,120.59514617919922,15.489999771118164,17.719499921798707,0.03023058313951072
2018-05-02,26.360000610351562,119.52640533447266,15.970000267028809,17.51499996185303,-0.5066939849831099
2018-05-03,26.155000686645508,120.28305053710938,15.899999618530273,17.36299991607666,-0.6278038203780288
2018-05-04,26.3799991607666,121.20989227294922,14.770000457763672,17.026999950408936,-0.5557775010389687
2018-05-07,26.655000686645508,122.2502670288086,14.75,16.675999927520753,-0.46454059147059557
