Date,INTC,XOM,VIX,AvgVIX,zscore
2020-12-01,44.803497314453125,31.04736328125,20.770000457763672,24.17750005722046,-1.0946265835496927
2020-12-02,45.110862731933594,32.208614349365234,21.170000076293945,23.458500099182128,-0.9993033624157486
2020-12-03,46.096256256103516,32.42634963989258,21.280000686645508,23.044000148773193,-0.8478279244837108
2020-12-04,47.00027847290039,33.61179733276367,20.790000915527344,22.704500198364258,-0.6655192850442673
2020-12-07,45.3820686340332,32.98277282714844,21.299999237060547,22.526500129699706,-0.9262080482317909
2020-12-08,45.82503890991211,34.063392639160156,20.68000030517578,22.273000144958495,-0.814902488403484
2020-12-09,45.26454162597656,34.51498794555664,22.270000457763672,22.146500205993654,-0.8757598209775265
2020-12-10,45.436317443847656,35.490753173828125,22.520000457763672,22.100000190734864,-0.8081181162186791
2020-12-11,44.95718002319336,35.3214111328125,23.309999465942383,21.998000144958496,-0.8845623302965474
2020-12-14,45.626155853271484,34.04726028442383,24.719999313354492,22.079000091552736,-0.8442519656435526
2020-12-15,45.80695343017578,34.708526611328125,22.889999389648438,22.101000022888183,-0.7891398443257104
2020-12-16,46.21377182006836,35.24076461791992,22.5,22.09050006866455,-0.7071531046070526
2020-12-17,45.788883209228516,35.063350677490234,21.93000030517578,21.995000076293945,-0.7761401545428136
2020-12-18,42.9050407409668,34.45853042602539,21.56999969482422,21.91800003051758,-1.218021877129493
2020-12-21,41.910614013671875,33.82952880859375,25.15999984741211,21.99099998474121,-1.3888818393736162
2020-12-22,41.73884201049805,33.256961822509766,24.229999542236328,22.069499969482422,-1.4387940555025962
2020-12-23,42.1004638671875,33.68437576293945,23.309999465942383,22.15299997329712,-1.367925031305063
2020-12-24,42.55247497558594,33.54728317260742,21.530000686645508,22.167000007629394,-1.3088613061120271
2020-12-28,42.55247497558594,33.660179138183594,21.700000762939453,22.210000038146973,-1.3038971829812167
2020-12-29,44.649818420410156,33.281158447265625,23.079999923706055,22.335500049591065,-1.0185353846742895
2020-12-30,44.07124328613281,33.54728317260742,22.770000457763672,22.435500049591063,-1.0901513006455654
2020-12-31,45.03853988647461,33.2408447265625,22.75,22.514500045776366,-0.9643302331185495
2021-01-04,44.902931213378906,33.466636657714844,26.969999313354492,22.798999977111816,-0.973930293727765
2021-01-05,45.752723693847656,35.07949447631836,25.34000015258789,23.026499938964843,-0.780637444845885
2021-01-06,46.19568634033203,35.974613189697266,25.06999969482422,23.214999961853028,-0.6774896108070236
2021-01-07,47.18107986450195,36.25686264038086,22.3700008392334,23.299499988555908,-0.5231774352372686
2021-01-08,46.692909240722656,36.66008758544922,21.559999465942383,23.263999938964844,-0.5757462601224146
2021-01-11,46.593467712402344,37.7729377746582,24.079999923706055,23.34199991226196,-0.5411334370954803
2021-01-12,48.130306243896484,38.61162567138672,23.329999923706055,23.342999935150146,-0.28294347511413054
2021-01-13,51.48424530029297,39.04708480834961,22.209999084472656,23.217499923706054,0.2191874974701517
2021-01-14,53.563507080078125,40.57123565673828,23.25,23.235499954223634,0.5856293763308583
2021-01-15,52.053775787353516,38.61968994140625,24.34000015258789,23.32749996185303,0.28240976720595246
2021-01-19,52.424434661865234,39.385799407958984,23.239999771118164,23.392999935150147,0.36947287067844603
2021-01-20,53.03915786743164,39.94222640991211,21.579999923706055,23.39349994659424,0.48246252144397317
2021-01-21,56.465415954589844,38.797096252441406,21.31999969482422,23.201499938964844,0.9255080486811271
2021-01-22,51.22206497192383,38.24873733520508,21.90999984741211,23.085499954223632,0.14632830081463874
2021-01-25,50.11915969848633,37.82133102416992,23.190000534057617,23.079500007629395,-0.031288796477060454
2021-01-26,49.91123580932617,36.9907112121582,23.020000457763672,23.153999996185302,-0.09775384240517426
2021-01-27,48.446712493896484,36.571372985839844,37.209999084472656,23.929499912261964,-0.32709093229930675
2021-01-28,50.68870162963867,37.14393615722656,30.209999084472656,24.285999870300294,0.020942427446932848
2021-01-29,50.18244552612305,36.16008758544922,33.09000015258789,24.801999855041505,-0.09522149215414734
2021-02-01,51.24919509887695,36.224609375,30.239999771118164,25.176499843597412,0.06123269507740968
2021-02-02,52.43346405029297,36.79716873168945,25.559999465942383,25.105999851226805,0.2569490487073149
2021-02-03,52.14418411254883,38.240665435791016,22.90999984741211,24.984499835968016,0.27876300331966314
2021-02-04,53.470252990722656,38.97451400756836,21.770000457763672,24.81949987411499,0.501991246215914
2021-02-05,52.91545104980469,40.280921936035156,20.8700008392334,24.74449987411499,0.4795408443687842
2021-02-08,53.806766510009766,42.014732360839844,21.239999771118164,24.72849988937378,0.6841315836586831
2021-02-09,53.46115493774414,41.522666931152344,21.6299991607666,24.605999851226805,0.612725341991968
2021-02-10,53.533912658691406,41.924522399902344,21.989999771118164,24.538999843597413,0.6408727033195927
2021-02-11,55.17103958129883,40.8747673034668,21.25,24.49099988937378,0.830468377744206
2021-02-12,56.216976165771484,41.432456970214844,19.969999313354492,24.326999855041503,1.005610367579726
2021-02-16,56.817256927490234,42.67904281616211,21.459999084472656,24.18299980163574,1.146867055786706
2021-02-17,56.253360748291016,43.34333419799805,21.5,24.095999813079835,1.0948726771371131
2021-02-18,56.035072326660156,42.66262435913086,22.489999771118164,24.14149980545044,1.0335067459859635
2021-02-19,57.30839157104492,42.949668884277344,22.049999237060547,24.177999782562257,1.2294924653639123
2021-02-22,55.216514587402344,44.53251647949219,23.450000762939453,24.254999828338622,0.9978510662575163
2021-02-23,55.589420318603516,45.1475944519043,23.110000610351562,24.25099983215332,1.078596756107595
2021-02-24,57.47210693359375,46.500797271728516,21.34000015258789,24.16699981689453,1.4092141401498421
2021-02-25,54.9345588684082,45.72988510131836,28.889999389648438,23.75099983215332,1.0098973013130184
2021-02-26,55.280174255371094,44.589908599853516,27.950000762939453,23.63799991607666,1.0095419433349333
2021-03-01,57.19015884399414,46.254764556884766,23.350000381469727,23.15099992752075,1.3577939980815263
2021-03-02,55.69855880737305,45.9841194152832,24.100000381469727,22.84399995803833,1.1310958791769359
2021-03-03,54.47980499267578,46.35318374633789,26.670000076293945,22.89949998855591,0.9718174614802805
2021-03-04,53.051876068115234,48.14923858642578,28.56999969482422,23.182499980926515,0.8451626920689171
2021-03-05,55.24380111694336,49.96990966796875,24.65999984741211,23.326999950408936,1.24086685282445
2021-03-08,54.434329986572266,49.920692443847656,25.469999313354492,23.55699987411499,1.1221349631645245
2021-03-09,56.99915313720703,49.1497802734375,24.030000686645508,23.69649991989136,1.4575843350489082
2021-03-10,56.61716079711914,50.6588020324707,22.559999465942383,23.742999935150145,1.4689284413671821
2021-03-11,57.58124542236328,50.28154754638672,21.90999984741211,23.738999938964845,1.5911731327145018
2021-03-12,57.208351135253906,50.82283020019531,20.690000534057617,23.710999965667725,1.5612751640913984
2021-03-15,58.01781463623047,49.52703094482422,20.030000686645508,23.714000034332276,1.6208645377324093
2021-03-16,58.9182243347168,48.47728729248047,19.790000915527344,23.63050012588501,1.7043698606905515
2021-03-17,59.82774353027344,48.69050979614258,19.229999542236328,23.517000102996825,1.844720596438752
2021-03-18,57.96324157714844,46.59101104736328,21.579999923706055,23.47150011062622,1.4839066813591302
