Date,SHEL,INTC,VIX,AvgVIX,zscore
2023-02-17,53.769378662109375,26.948116302490234,20.020000457763672,19.311499977111815,0.4717295118598695
2023-02-21,53.24639892578125,25.43527603149414,22.8700008392334,19.46450004577637,0.4325608126813652
2023-02-22,52.25361633300781,24.859418869018555,22.290000915527344,19.619000053405763,0.2840088503021733
2023-02-23,53.41481018066406,24.996063232421875,21.139999389648438,19.72200002670288,0.4751108875899693
2023-02-24,53.74277877807617,24.537328720092773,21.670000076293945,19.869000053405763,0.5451575412080963
2023-02-27,54.24803161621094,24.303081512451172,20.950000762939453,19.99100008010864,0.6378001909998755
2023-02-28,53.866886138916016,24.332365036010742,20.700000762939453,20.029000091552735,0.5726779024186404
2023-03-01,54.90397262573242,24.7227725982666,20.579999923706055,20.088000106811524,0.7346825771250849
2023-03-02,55.329444885253906,25.57192039489746,19.59000015258789,20.17400007247925,0.7788811377648082
2023-03-03,55.22307586669922,25.767122268676758,18.489999771118164,20.16200008392334,0.7546629595275332
2023-03-06,55.4624137878418,25.366952896118164,18.610000610351562,20.176000118255615,0.8078936981702933
2023-03-07,54.602596282958984,24.917980194091797,19.59000015258789,20.184000110626222,0.6776295514676274
2023-03-08,54.39872360229492,25.35719108581543,19.110000610351562,20.206500148773195,0.6291086652964244
2023-03-09,53.769378662109375,25.80616569519043,22.610000610351562,20.35550022125244,0.5086326999668943
2023-03-10,53.503456115722656,26.56746482849121,24.799999237060547,20.560000228881837,0.43925549195759217
2023-03-13,52.38657760620117,26.303937911987305,26.520000457763672,20.859500217437745,0.2597154457179633
2023-03-14,52.65250015258789,27.33852767944336,23.729999542236328,21.029000186920165,0.27105684596088925
2023-03-15,49.23984146118164,27.728939056396484,26.139999389648438,21.390500164031984,-0.31617139042454107
2023-03-16,48.4332160949707,29.45650863647461,22.989999771118164,21.628500175476074,-0.5078162009749807
2023-03-17,47.82159423828125,29.09537696838379,25.510000228881836,21.89550018310547,-0.5991286822309547
2023-03-20,48.965057373046875,28.46095848083496,24.149999618530273,22.102000141143797,-0.38609447353083653
2023-03-21,50.631500244140625,27.777738571166992,21.3799991607666,22.027500057220458,-0.08342567265437971
2023-03-22,50.39216995239258,27.455650329589844,22.260000228881836,22.026000022888184,-0.11331470510744703
2023-03-23,49.61212921142578,28.334075927734375,22.610000610351562,22.09950008392334,-0.2730424162059387
2023-03-24,48.37116241455078,28.656164169311523,21.739999771118164,22.10300006866455,-0.49240071592225193
2023-03-27,49.49690246582031,28.480480194091797,20.600000381469727,22.085500049591065,-0.29717508832401146
2023-03-28,49.78941345214844,28.587846755981445,19.969999313354492,22.048999977111816,-0.25139274413023693
2023-03-29,50.631500244140625,30.764387130737305,19.1200008392334,21.976000022888183,-0.17994197808724904
2023-03-30,51.35835647583008,31.320720672607422,19.020000457763672,21.947500038146973,-0.07553485788631466
2023-03-31,51.0037956237793,31.88681411743164,18.700000762939453,21.958000087738036,-0.1535284268898656
2023-04-03,53.63641357421875,32.10154342651367,18.549999237060547,21.955000019073488,0.2828035526245296
2023-04-04,52.74114990234375,32.3065071105957,19.0,21.925500011444093,0.12543854422233053
2023-04-05,53.069114685058594,32.0429801940918,19.079999923706055,21.923999977111816,0.18917624186295984
2023-04-06,53.689598083496094,32.023460388183594,18.399999618530273,21.71349992752075,0.2942819028325755
2023-04-10,53.89346694946289,31.74041175842285,18.969999313354492,21.42199993133545,0.3377556190361225
2023-04-11,53.8757438659668,31.574480056762695,19.100000381469727,21.050999927520753,0.34013370332203824
2023-04-12,54.40758514404297,31.252399444580078,19.09000015258789,20.81899995803833,0.44009164073211615
2023-04-13,55.01920700073242,31.35976219177246,17.799999237060547,20.401999950408936,0.5396048989426872
2023-04-14,55.01034927368164,31.125513076782227,17.06999969482422,20.10599994659424,0.5456834417350866
2023-04-17,54.50509262084961,31.36952018737793,16.950000762939453,19.67799997329712,0.4527247493635417
2023-04-18,54.87738037109375,31.066953659057617,16.829999923706055,19.311999988555907,0.5251869969206282
2023-04-19,54.513954162597656,30.403255462646484,16.459999084472656,19.06599998474121,0.48544256190420676
2023-04-20,54.64691925048828,30.120208740234375,17.170000076293945,18.811499977111815,0.5169776821973809
2023-04-21,54.4785041809082,29.57362937927246,16.770000457763672,18.51949996948242,0.506283748703611
2023-04-24,54.9571533203125,28.948972702026367,16.889999389648438,18.276999950408936,0.6070634016395243
2023-04-25,53.813690185546875,28.187671661376953,18.760000228881836,18.18499994277954,0.43913315800102787
2023-04-26,53.618682861328125,28.35359764099121,18.84000015258789,18.12849998474121,0.4009364442823643
2023-04-27,53.78710174560547,29.14417839050293,17.030000686645508,18.023999977111817,0.4037458899522314
2023-04-28,54.93943405151367,30.315414428710938,15.779999732971191,17.86199994087219,0.5599220662293041
2023-05-01,54.40758514404297,29.57362937927246,16.079999923706055,17.73099989891052,0.4943426452085525
2023-05-02,52.51954650878906,29.056339263916016,17.780000686645508,17.692499971389772,0.1931579015130641
2023-05-03,51.872467041015625,29.915239334106445,18.34000015258789,17.659499979019166,0.05644873772431207
2023-05-04,52.59931945800781,30.615957260131836,20.09000015258789,17.709999990463256,0.15618930095210853
2023-05-05,54.18598556518555,30.37095069885254,17.190000534057617,17.649500036239623,0.43126429581428716
2023-05-08,53.946651458740234,30.155345916748047,16.979999542236328,17.550000047683717,0.3979335097587805
2023-05-09,53.92892837524414,29.49873161315918,17.709999084472656,17.480499982833862,0.416168455317038
2023-05-10,54.07074737548828,29.371328353881836,16.940000534057617,17.37300000190735,0.44416460471950925
2023-05-11,53.48572540283203,28.28350257873535,16.93000030517578,17.32950005531311,0.3808147113872848
2023-05-12,53.503456115722656,28.371702194213867,17.030000686645508,17.327500104904175,0.3809498958386647
2023-05-15,53.999847412109375,29.204721450805664,17.1200008392334,17.33600010871887,0.4376107686344411
2023-05-16,53.10457229614258,28.636306762695312,17.989999771118164,17.39400010108948,0.3052362693844503
2023-05-17,53.884613037109375,28.29330062866211,16.8700008392334,17.414500188827514,0.44766140620875045
2023-05-18,53.74589920043945,29.087120056152344,16.049999237060547,17.358500146865843,0.3986522398669427
2023-05-19,54.06805419921875,29.33212661743164,16.809999465942383,17.36050009727478,0.4449779772665226
2023-05-22,53.71906280517578,29.67513656616211,17.209999084472656,17.37650008201599,0.37513132356938056
2023-05-23,54.014366149902344,28.920516967773438,18.530000686645508,17.365000104904176,0.44923971400815266
2023-05-24,53.28057098388672,28.420703887939453,20.030000686645508,17.424500131607054,0.34183772900289333
2023-05-25,52.25146484375,26.852664947509766,19.139999389648438,17.530000066757204,0.2192330027790515
2023-05-26,52.600467681884766,28.420703887939453,17.950000762939453,17.638500118255614,0.2273242742873585
2023-05-30,51.44609069824219,29.390928268432617,17.459999084472656,17.707500076293947,0.0016005518108937833
2023-05-31,50.112728118896484,30.81196403503418,17.940000534057617,17.71550006866455,-0.26882853575783494
2023-06-01,51.088138580322266,30.508155822753906,15.649999618530273,17.58100004196167,-0.09477443442250587
2023-06-02,52.135135650634766,30.684560775756836,14.600000381469727,17.306500053405763,0.07581464212677416
